Writing models at epoch 1
Loss 0.028691657211469566, Test Accuracy 0.9526304217784302, Train Accuracy 0.9898767922112167, Val Accuracy 0.9459673803785573, Test Seq Accuracy 0.14650000000000002, Train Seq Accuracy 0.7962380952380955, Val Seq Accuracy 0.07199999999999998
Loss 6.330117289705769e-06, Test Accuracy 0.9673152091710464, Train Accuracy 1.0, Val Accuracy 0.9624891187833703, Test Seq Accuracy 0.3040000000000001, Train Seq Accuracy 1.0, Val Seq Accuracy 0.28274999999999995
Loss 5.5520434651280874e-06, Test Accuracy 0.9655760785807734, Train Accuracy 1.0, Val Accuracy 0.9624891187833703, Test Seq Accuracy 0.29074999999999995, Train Seq Accuracy 1.0, Val Seq Accuracy 0.28274999999999995
Loss 4.895044738710251e-06, Test Accuracy 0.9657282528669938, Train Accuracy 1.0, Val Accuracy 0.9624891187833703, Test Seq Accuracy 0.29274999999999995, Train Seq Accuracy 1.0, Val Seq Accuracy 0.28274999999999995
Loss 4.30770539779864e-06, Test Accuracy 0.9657282528669938, Train Accuracy 1.0, Val Accuracy 0.9624891187833703, Test Seq Accuracy 0.29274999999999995, Train Seq Accuracy 1.0, Val Seq Accuracy 0.28274999999999995
Loss 3.8111731713718693e-06, Test Accuracy 0.9657282528669938, Train Accuracy 1.0, Val Accuracy 0.9624891187833703, Test Seq Accuracy 0.29274999999999995, Train Seq Accuracy 1.0, Val Seq Accuracy 0.28274999999999995
Loss 3.3762138944281186e-06, Test Accuracy 0.9657282528669938, Train Accuracy 1.0, Val Accuracy 0.9624891187833703, Test Seq Accuracy 0.29274999999999995, Train Seq Accuracy 1.0, Val Seq Accuracy 0.28274999999999995
Loss 2.978366430160468e-06, Test Accuracy 0.9657282528669938, Train Accuracy 1.0, Val Accuracy 0.9624891187833703, Test Seq Accuracy 0.29274999999999995, Train Seq Accuracy 1.0, Val Seq Accuracy 0.28274999999999995
Loss 2.6425069613058283e-06, Test Accuracy 0.9657282528669938, Train Accuracy 1.0, Val Accuracy 0.9624891187833703, Test Seq Accuracy 0.29274999999999995, Train Seq Accuracy 1.0, Val Seq Accuracy 0.28274999999999995
Loss 2.3636607891049883e-06, Test Accuracy 0.9657282528669938, Train Accuracy 1.0, Val Accuracy 0.962619553571162, Test Seq Accuracy 0.29274999999999995, Train Seq Accuracy 1.0, Val Seq Accuracy 0.28274999999999995
Loss 2.1076201570078568e-06, Test Accuracy 0.9657282528669938, Train Accuracy 1.0, Val Accuracy 0.962619553571162, Test Seq Accuracy 0.29274999999999995, Train Seq Accuracy 1.0, Val Seq Accuracy 0.28274999999999995
Loss 1.850957746880696e-06, Test Accuracy 0.9657282528669938, Train Accuracy 1.0, Val Accuracy 0.962619553571162, Test Seq Accuracy 0.29274999999999995, Train Seq Accuracy 1.0, Val Seq Accuracy 0.28274999999999995
Loss 1.635551598155871e-06, Test Accuracy 0.9657282528669938, Train Accuracy 1.0, Val Accuracy 0.9627391188041023, Test Seq Accuracy 0.29274999999999995, Train Seq Accuracy 1.0, Val Seq Accuracy 0.28325000000000006
Loss 1.4597435833623067e-06, Test Accuracy 0.9657282528669938, Train Accuracy 1.0, Val Accuracy 0.9627391188041023, Test Seq Accuracy 0.29274999999999995, Train Seq Accuracy 1.0, Val Seq Accuracy 0.28325000000000006
Loss 1.3289242380541628e-06, Test Accuracy 0.9657282528669938, Train Accuracy 1.0, Val Accuracy 0.9627391188041023, Test Seq Accuracy 0.29274999999999995, Train Seq Accuracy 1.0, Val Seq Accuracy 0.28325000000000006
Loss 1.2063979817827677e-06, Test Accuracy 0.9659347746683203, Train Accuracy 1.0, Val Accuracy 0.9627391188041023, Test Seq Accuracy 0.2975, Train Seq Accuracy 1.0, Val Seq Accuracy 0.28325000000000006
Loss 1.0902986105065793e-06, Test Accuracy 0.9659347746683203, Train Accuracy 1.0, Val Accuracy 0.9629347711801529, Test Seq Accuracy 0.2975, Train Seq Accuracy 1.0, Val Seq Accuracy 0.284
Loss 9.866383587232912e-07, Test Accuracy 0.9659347746683203, Train Accuracy 1.0, Val Accuracy 0.9631739015164582, Test Seq Accuracy 0.2975, Train Seq Accuracy 1.0, Val Seq Accuracy 0.28525
Loss 8.59343503100757e-07, Test Accuracy 0.9661630353201991, Train Accuracy 1.0, Val Accuracy 0.9633369449688041, Test Seq Accuracy 0.2975, Train Seq Accuracy 1.0, Val Seq Accuracy 0.2865000000000001
Writing models at epoch 38
Loss 7.198168136908308e-07, Test Accuracy 0.9661630353201991, Train Accuracy 1.0, Val Accuracy 0.9632065103105877, Test Seq Accuracy 0.2975, Train Seq Accuracy 1.0, Val Seq Accuracy 0.2875
Writing models at epoch 39
Loss 5.763509840977824e-07, Test Accuracy 0.9661630353201991, Train Accuracy 1.0, Val Accuracy 0.9632717276396958, Test Seq Accuracy 0.2975, Train Seq Accuracy 1.0, Val Seq Accuracy 0.28825
Loss 4.6191009618190076e-07, Test Accuracy 0.9661630353201991, Train Accuracy 1.0, Val Accuracy 0.9629456407350042, Test Seq Accuracy 0.2975, Train Seq Accuracy 1.0, Val Seq Accuracy 0.28075
Loss 3.796038309582914e-07, Test Accuracy 0.9646956443786621, Train Accuracy 1.0, Val Accuracy 0.9629456407350042, Test Seq Accuracy 0.2919999999999999, Train Seq Accuracy 1.0, Val Seq Accuracy 0.28075
Loss 3.1533446694400324e-07, Test Accuracy 0.9649782528047977, Train Accuracy 1.0, Val Accuracy 0.9629456407350042, Test Seq Accuracy 0.2985, Train Seq Accuracy 1.0, Val Seq Accuracy 0.28075
Loss 2.657848990170548e-07, Test Accuracy 0.9649782528047977, Train Accuracy 1.0, Val Accuracy 0.9629347709210022, Test Seq Accuracy 0.2985, Train Seq Accuracy 1.0, Val Seq Accuracy 0.276
Loss 2.2908918016701532e-07, Test Accuracy 0.9653912966666014, Train Accuracy 1.0, Val Accuracy 0.9629347709210022, Test Seq Accuracy 0.30800000000000005, Train Seq Accuracy 1.0, Val Seq Accuracy 0.276
Loss 1.9944232205845133e-07, Test Accuracy 0.9653912966666014, Train Accuracy 1.0, Val Accuracy 0.9627717274686565, Test Seq Accuracy 0.30800000000000005, Train Seq Accuracy 1.0, Val Seq Accuracy 0.27225
Loss 1.737346041330096e-07, Test Accuracy 0.9653912966666014, Train Accuracy 1.0, Val Accuracy 0.962597814331884, Test Seq Accuracy 0.30800000000000005, Train Seq Accuracy 1.0, Val Seq Accuracy 0.26825
Loss 1.5072199581165635e-07, Test Accuracy 0.9653912966666014, Train Accuracy 1.0, Val Accuracy 0.962597814331884, Test Seq Accuracy 0.30800000000000005, Train Seq Accuracy 1.0, Val Seq Accuracy 0.26825
Loss 1.3123388706172473e-07, Test Accuracy 0.9653912966666014, Train Accuracy 1.0, Val Accuracy 0.9626304231260134, Test Seq Accuracy 0.30800000000000005, Train Seq Accuracy 1.0, Val Seq Accuracy 0.27025000000000005
Loss 1.1340431110115985e-07, Test Accuracy 0.9659347745387451, Train Accuracy 1.0, Val Accuracy 0.9622608580019163, Test Seq Accuracy 0.31725, Train Seq Accuracy 1.0, Val Seq Accuracy 0.26850000000000007
Loss 9.972115114341369e-08, Test Accuracy 0.9664891217065894, Train Accuracy 1.0, Val Accuracy 0.9622608580019163, Test Seq Accuracy 0.3292500000000001, Train Seq Accuracy 1.0, Val Seq Accuracy 0.26850000000000007
Loss 8.645265156899215e-08, Test Accuracy 0.9665326000555702, Train Accuracy 1.0, Val Accuracy 0.9622608580019163, Test Seq Accuracy 0.3297500000000001, Train Seq Accuracy 1.0, Val Seq Accuracy 0.26850000000000007
Loss 7.401341838925399e-08, Test Accuracy 0.9667065118965895, Train Accuracy 1.0, Val Accuracy 0.9622608580019163, Test Seq Accuracy 0.335, Train Seq Accuracy 1.0, Val Seq Accuracy 0.26850000000000007
Loss 6.385472834549348e-08, Test Accuracy 0.9667065118965895, Train Accuracy 1.0, Val Accuracy 0.9626304231260134, Test Seq Accuracy 0.335, Train Seq Accuracy 1.0, Val Seq Accuracy 0.27025000000000005
Loss 5.514725078524941e-08, Test Accuracy 0.9667608596708464, Train Accuracy 1.0, Val Accuracy 0.9626956404551216, Test Seq Accuracy 0.33625, Train Seq Accuracy 1.0, Val Seq Accuracy 0.2705
Loss 4.7683714831731304e-08, Test Accuracy 0.966608685384626, Train Accuracy 1.0, Val Accuracy 0.9625108580226484, Test Seq Accuracy 0.3355, Train Seq Accuracy 1.0, Val Seq Accuracy 0.26625
Loss 4.1049460101614546e-08, Test Accuracy 0.966608685384626, Train Accuracy 1.0, Val Accuracy 0.9625108580226484, Test Seq Accuracy 0.3355, Train Seq Accuracy 1.0, Val Seq Accuracy 0.26625
Loss 3.773233026510317e-08, Test Accuracy 0.966608685384626, Train Accuracy 1.0, Val Accuracy 0.9625108580226484, Test Seq Accuracy 0.3355, Train Seq Accuracy 1.0, Val Seq Accuracy 0.26625
Loss 3.400056228834412e-08, Test Accuracy 0.966608685384626, Train Accuracy 1.0, Val Accuracy 0.9625108580226484, Test Seq Accuracy 0.3355, Train Seq Accuracy 1.0, Val Seq Accuracy 0.26625
Loss 2.9439510616730728e-08, Test Accuracy 0.9670543377814086, Train Accuracy 1.0, Val Accuracy 0.9625108580226484, Test Seq Accuracy 0.344, Train Seq Accuracy 1.0, Val Seq Accuracy 0.26625
Loss 2.6537023863373022e-08, Test Accuracy 0.9670543377814086, Train Accuracy 1.0, Val Accuracy 0.9625108580226484, Test Seq Accuracy 0.344, Train Seq Accuracy 1.0, Val Seq Accuracy 0.26625
Loss 2.280525588661397e-08, Test Accuracy 0.9670543377814086, Train Accuracy 1.0, Val Accuracy 0.9625108580226484, Test Seq Accuracy 0.344, Train Seq Accuracy 1.0, Val Seq Accuracy 0.26625
Loss 2.156133405151195e-08, Test Accuracy 0.9670543377814086, Train Accuracy 1.0, Val Accuracy 0.96236955355043, Test Seq Accuracy 0.344, Train Seq Accuracy 1.0, Val Seq Accuracy 0.271
Loss 1.9073485438401923e-08, Test Accuracy 0.9670543377814086, Train Accuracy 1.0, Val Accuracy 0.96236955355043, Test Seq Accuracy 0.344, Train Seq Accuracy 1.0, Val Seq Accuracy 0.271
Loss 1.7207602685748894e-08, Test Accuracy 0.9670543377814086, Train Accuracy 1.0, Val Accuracy 0.96236955355043, Test Seq Accuracy 0.344, Train Seq Accuracy 1.0, Val Seq Accuracy 0.271
Loss 1.49270756142157e-08, Test Accuracy 0.9670543377814086, Train Accuracy 1.0, Val Accuracy 0.96236955355043, Test Seq Accuracy 0.344, Train Seq Accuracy 1.0, Val Seq Accuracy 0.271
Loss 1.3061191625836174e-08, Test Accuracy 0.9671412944793701, Train Accuracy 1.0, Val Accuracy 0.96236955355043, Test Seq Accuracy 0.346, Train Seq Accuracy 1.0, Val Seq Accuracy 0.271
Loss 1.0780665790029478e-08, Test Accuracy 0.9671412944793701, Train Accuracy 1.0, Val Accuracy 0.9620760751807171, Test Seq Accuracy 0.346, Train Seq Accuracy 1.0, Val Seq Accuracy 0.26425
Loss 8.085498724658859e-09, Test Accuracy 0.9671412944793701, Train Accuracy 1.0, Val Accuracy 0.9620978144199952, Test Seq Accuracy 0.346, Train Seq Accuracy 1.0, Val Seq Accuracy 0.26425
Loss 6.426935659992919e-09, Test Accuracy 0.9671412944793701, Train Accuracy 1.0, Val Accuracy 0.9620978144199952, Test Seq Accuracy 0.346, Train Seq Accuracy 1.0, Val Seq Accuracy 0.26425
Loss 5.183012589164402e-09, Test Accuracy 0.9671412944793701, Train Accuracy 1.0, Val Accuracy 0.9620978144199952, Test Seq Accuracy 0.346, Train Seq Accuracy 1.0, Val Seq Accuracy 0.26425
Loss 4.353730438968183e-09, Test Accuracy 0.9671412944793701, Train Accuracy 1.0, Val Accuracy 0.9620978144199952, Test Seq Accuracy 0.346, Train Seq Accuracy 1.0, Val Seq Accuracy 0.26425
Loss 3.731768594622301e-09, Test Accuracy 0.9669021641430647, Train Accuracy 1.0, Val Accuracy 0.9622173796529355, Test Seq Accuracy 0.34049999999999997, Train Seq Accuracy 1.0, Val Seq Accuracy 0.267
Loss 3.524448288771964e-09, Test Accuracy 0.9669021641430647, Train Accuracy 1.0, Val Accuracy 0.9623912926601327, Test Seq Accuracy 0.34049999999999997, Train Seq Accuracy 1.0, Val Seq Accuracy 0.271
Loss 2.4878458327254084e-09, Test Accuracy 0.9669021641430647, Train Accuracy 1.0, Val Accuracy 0.962706510009973, Test Seq Accuracy 0.34049999999999997, Train Seq Accuracy 1.0, Val Seq Accuracy 0.27825
Loss 2.073204912093111e-09, Test Accuracy 0.9672065119380536, Train Accuracy 1.0, Val Accuracy 0.9625869446474573, Test Seq Accuracy 0.34475, Train Seq Accuracy 1.0, Val Seq Accuracy 0.27775
Loss 2.073204912093111e-09, Test Accuracy 0.9682825982570649, Train Accuracy 1.0, Val Accuracy 0.9624565098596656, Test Seq Accuracy 0.36475, Train Seq Accuracy 1.0, Val Seq Accuracy 0.27775
Loss 1.8658842973111505e-09, Test Accuracy 0.9680543374756109, Train Accuracy 1.0, Val Accuracy 0.9624565098596656, Test Seq Accuracy 0.3595, Train Seq Accuracy 1.0, Val Seq Accuracy 0.27775
Loss 1.6585639914608139e-09, Test Accuracy 0.9680543374756109, Train Accuracy 1.0, Val Accuracy 0.9624565098596656, Test Seq Accuracy 0.3595, Train Seq Accuracy 1.0, Val Seq Accuracy 0.27775
Loss 1.4512433766788529e-09, Test Accuracy 0.9674347720716311, Train Accuracy 1.0, Val Accuracy 0.9624565098596656, Test Seq Accuracy 0.34524999999999995, Train Seq Accuracy 1.0, Val Seq Accuracy 0.27775
Loss 1.4512433766788529e-09, Test Accuracy 0.9674347720716311, Train Accuracy 1.0, Val Accuracy 0.9624565098596656, Test Seq Accuracy 0.34524999999999995, Train Seq Accuracy 1.0, Val Seq Accuracy 0.27775
Loss 1.0366024560465555e-09, Test Accuracy 0.9674347720716311, Train Accuracy 1.0, Val Accuracy 0.9624565098596656, Test Seq Accuracy 0.34524999999999995, Train Seq Accuracy 1.0, Val Seq Accuracy 0.27775
Loss 6.219614967978051e-10, Test Accuracy 0.9673586850580962, Train Accuracy 1.0, Val Accuracy 0.9624565098596656, Test Seq Accuracy 0.34524999999999995, Train Seq Accuracy 1.0, Val Seq Accuracy 0.27775
Loss 2.0732049893260174e-10, Test Accuracy 0.967163032811621, Train Accuracy 1.0, Val Accuracy 0.9620869446059932, Test Seq Accuracy 0.34325000000000006, Train Seq Accuracy 1.0, Val Seq Accuracy 0.27375
Loss 2.0732049893260174e-10, Test Accuracy 0.967163032811621, Train Accuracy 1.0, Val Accuracy 0.9620760750511418, Test Seq Accuracy 0.34325000000000006, Train Seq Accuracy 1.0, Val Seq Accuracy 0.27349999999999997
Loss 2.0732049893260174e-10, Test Accuracy 0.9671739023664724, Train Accuracy 1.0, Val Accuracy 0.9620543358118637, Test Seq Accuracy 0.34225000000000005, Train Seq Accuracy 1.0, Val Seq Accuracy 0.27349999999999997
Loss 6.219614967978051e-10, Test Accuracy 0.9669673806947211, Train Accuracy 1.0, Val Accuracy 0.9620543358118637, Test Seq Accuracy 0.34049999999999997, Train Seq Accuracy 1.0, Val Seq Accuracy 0.27349999999999997
Loss 1.2439229163627042e-09, Test Accuracy 0.9675652068594228, Train Accuracy 1.0, Val Accuracy 0.9621847705996555, Test Seq Accuracy 0.34725, Train Seq Accuracy 1.0, Val Seq Accuracy 0.2765
Loss 1.2439229163627042e-09, Test Accuracy 0.9682717288317888, Train Accuracy 1.0, Val Accuracy 0.9623804227165554, Test Seq Accuracy 0.36675, Train Seq Accuracy 1.0, Val Seq Accuracy 0.2805000000000001
Loss 1.6585639914608139e-09, Test Accuracy 0.9689999899138575, Train Accuracy 1.0, Val Accuracy 0.9623586836068526, Test Seq Accuracy 0.37775, Train Seq Accuracy 1.0, Val Seq Accuracy 0.27999999999999997
Loss 2.073204912093111e-09, Test Accuracy 0.9692173812700354, Train Accuracy 1.0, Val Accuracy 0.9621630314899527, Test Seq Accuracy 0.38275000000000003, Train Seq Accuracy 1.0, Val Seq Accuracy 0.27549999999999997
Loss 3.1098073681396668e-09, Test Accuracy 0.9700543379006179, Train Accuracy 1.0, Val Accuracy 0.9626847706411196, Test Seq Accuracy 0.40199999999999997, Train Seq Accuracy 1.0, Val Seq Accuracy 0.2875000000000001
Writing models at epoch 92
Loss 2.90248706228933e-09, Test Accuracy 0.9700652078441951, Train Accuracy 1.0, Val Accuracy 0.9633695535037828, Test Seq Accuracy 0.40499999999999997, Train Seq Accuracy 1.0, Val Seq Accuracy 0.30325
Writing models at epoch 93
Loss 8.085499960385356e-09, Test Accuracy 0.9685108594272448, Train Accuracy 1.0, Val Accuracy 0.9636195532653643, Test Seq Accuracy 0.3782499999999999, Train Seq Accuracy 1.0, Val Seq Accuracy 0.31999999999999995
Loss 0.01656308122303175, Test Accuracy 0.9629782495291337, Train Accuracy 0.9945703804986571, Val Accuracy 0.951989119078802, Test Seq Accuracy 0.201, Train Seq Accuracy 0.8822380952380952, Val Seq Accuracy 0.12050000000000002
Loss 0.000725605079661245, Test Accuracy 0.9682391175757283, Train Accuracy 0.999885093190902, Val Accuracy 0.957967378652614, Test Seq Accuracy 0.28624999999999995, Train Seq Accuracy 0.9973571428571439, Val Seq Accuracy 0.19674999999999995
Loss 0.00021612791992400003, Test Accuracy 0.9688478129065555, Train Accuracy 0.9999886128472986, Val Accuracy 0.9599999870942987, Test Seq Accuracy 0.29575, Train Seq Accuracy 0.9997380952380953, Val Seq Accuracy 0.21900000000000003
Loss 0.00010747555643320084, Test Accuracy 0.9691738998112471, Train Accuracy 0.9999989648042998, Val Accuracy 0.9608804211668346, Test Seq Accuracy 0.3027500000000001, Train Seq Accuracy 0.9999761904761905, Val Seq Accuracy 0.22825000000000012
Loss 6.973655874152546e-05, Test Accuracy 0.9688586824614068, Train Accuracy 0.9999989648042998, Val Accuracy 0.9604673780824827, Test Seq Accuracy 0.29600000000000004, Train Seq Accuracy 0.9999761904761905, Val Seq Accuracy 0.22075000000000006
Loss 5.0969538278877735e-05, Test Accuracy 0.96899998680405, Train Accuracy 0.9999989648042998, Val Accuracy 0.9605978127406991, Test Seq Accuracy 0.29925000000000007, Train Seq Accuracy 0.9999761904761905, Val Seq Accuracy 0.22124999999999995
Loss 3.921508829554786e-05, Test Accuracy 0.9689999869336252, Train Accuracy 1.0, Val Accuracy 0.9604999870061874, Test Seq Accuracy 0.3005, Train Seq Accuracy 1.0, Val Seq Accuracy 0.21375000000000002
